"year","month","cod_interaguas","latitude_decimal","longitude_decimal","Alcalinidade Total","Alum√≠nio Dissolvido","Condutividade","Ferro Total","pH","Dureza","DBO (5, 20)","CTt"
2015,11,1410,-22.9277777777778,-46.4241666666667,13.6,0.22,109.3,1.85,7.47,13.2,3,26.6666666666667
2015,11,1945,-22.4091666666667,-47.5402777777778,19,0.1,67.1,2,6.4,22,5,473.333333333333
2015,11,1946,-22.3247222222222,-47.5588888888889,14,0.1,46.3,1,6.9,14,2,2500
2015,11,2377,-23.2097222222222,-46.3861111111111,13.1,0.1,52,0.36,7.16,9.61,3,35
2015,11,2383,-23.0336111111111,-46.29,12.6,0.1,45,0.83,7.41,10.7,3,1.66666666666667
2015,11,2401,-22.9711111111111,-46.4008333333333,13.1,0.1,46.8,0.49,7.2,11.8,3,11.6666666666667
2015,12,66,-23.0061111111111,-47.1,60,0.1,205,2,7.2,51,8,10666.6666666667
2015,12,71,-23.2083333333333,-46.7686111111111,43,0.1,122,2,7.2,36,7,950000
2015,12,82,-23.1583333333333,-46.9094444444444,38,0.1,102,0.5,7.2,32,2,163.333333333333
2015,12,274,-23.2619444444444,-47.0577777777778,22,0.1,62,2,6.9,21,2,583.333333333333
2015,12,320,-23.1830555555556,-47.2438888888889,24,0.1,115,1,7.2,28,2,366.666666666667
2015,12,1410,-22.9277777777778,-46.4241666666667,12.6,0.25,55,1.84,7.85,14.3,3,65
2015,12,1947,-23.1641666666667,-47.015,34,0.1,90,2,7,32,5,11000
2015,12,2377,-23.2097222222222,-46.3861111111111,13.7,0.1,90.8,0.25,8.44,9.92,3,38.3333333333333
2015,12,2383,-23.0336111111111,-46.29,12.6,0.1,46,0.43,8.31,10.7,3,3.33333333333333
2015,12,2401,-22.9711111111111,-46.4008333333333,12.6,0.1,46.9,0.41,8.65,12.1,3,11.6666666666667
2016,1,27,-23.1033333333333,-46.545,22,0.8,69,2,6.7,19,2,4500
2016,1,29,-22.9691666666667,-46.8477777777778,29,0.2,87,2,6.8,25,2,6166.66666666667
2016,1,30,-22.9377777777778,-46.9336111111111,23,0.1,74,2,6.8,20,2,5833.33333333333
2016,1,32,-22.9083333333333,-46.5436111111111,27,0.1,73,3,6.5,21,2,866.666666666667
2016,1,34,-22.7466666666667,-46.8977777777778,28,0.2,94,2,7.4,24,2,21666.6666666667
2016,1,35,-22.7122222222222,-46.9713888888889,32,0.5,110,3,7.3,26,2,58333.3333333333
2016,1,37,-22.6988888888889,-47.1519444444444,29,0.9,112,4,7.2,30,2,9000
2016,1,38,-22.6622222222222,-47.2777777777778,21,3,77.1,7,6.5,22,2,6500
2016,1,40,-22.7025,-46.7494444444444,22,0.1,64,2,7.2,19,2,21666.6666666667
2016,1,43,-22.7108333333333,-47.3227777777778,27,2,118,6,6.6,27,2,8000
2016,1,48,-22.7122222222222,-47.6494444444444,28,1,123,6,6.6,30,3,46666.6666666667
2016,1,54,-22.6336111111111,-47.6827777777778,37,0.3,162,3,6.8,59,2,13500
2016,1,83,-22.905,-46.9738888888889,31,0.1,109,2,6.9,29,2,9000
2016,1,86,-22.7613888888889,-47.1766666666667,42,0.1,263,2,7,36,3,106666.666666667
2016,1,627,-22.6597222222222,-47.2758333333333,18,2,63.6,4,6.5,19,2,276.666666666667
2016,1,1342,-22.4527777777778,-47.52,24,0.3,53.5,2,6.4,20,2,148.333333333333
2016,1,1410,-22.9277777777778,-46.4241666666667,11.5,0.62,45,4.11,6.99,11.2,3,128.333333333333
2016,1,1945,-22.4091666666667,-47.5402777777778,28,0.3,71.7,3,6.4,27,2,320
2016,1,1946,-22.3247222222222,-47.5588888888889,16,0.3,48.3,18,6.6,21,2,18333.3333333333
2016,1,2377,-23.2097222222222,-46.3861111111111,12.1,0.1,71,0.33,7.42,11.2,3,30
2016,1,2383,-23.0336111111111,-46.29,11.5,0.1,41,0.48,8.56,10.9,3,3.33333333333333
2016,1,2401,-22.9711111111111,-46.4008333333333,12.6,0.1,46,0.83,7.23,13,3,1.66666666666667
2016,2,66,-23.0061111111111,-47.1,86,0.1,305,2,7,68,5,1500
2016,2,71,-23.2083333333333,-46.7686111111111,30,0.8,85,14,7.2,34,6,266666.666666667
2016,2,82,-23.1583333333333,-46.9094444444444,45,0.1,106,0.8,7.1,38,2,135
2016,2,274,-23.2619444444444,-47.0577777777778,21,0.1,57,2,6.9,19,2,1266.66666666667
2016,2,320,-23.1830555555556,-47.2438888888889,24,0.3,103,1,7.1,25,2,333.333333333333
2016,2,1947,-23.1641666666667,-47.015,30,0.3,83,2,7,29,2,4333.33333333333
2016,3,1410,-22.9277777777778,-46.4241666666667,10.3,1.29,40,3.48,6.57,9.89,3,5433.33333333333
2016,3,2377,-23.2097222222222,-46.3861111111111,11.3,0.1,36,0.21,6.29,11,3,36.6666666666667
2016,3,2383,-23.0336111111111,-46.29,9.72,0.1,31,0.48,7.22,8.67,3,30
2016,3,2401,-22.9711111111111,-46.4008333333333,13,0.15,42,0.48,6.45,11.1,3,8.33333333333333
2016,5,27,-23.1033333333333,-46.545,24,0.1,77,2,7,18,2,450
2016,5,29,-22.9691666666667,-46.8477777777778,29,0.1,90,1,7.1,24,2,2500
2016,5,30,-22.9377777777778,-46.9336111111111,25,0.3,84,1,7.1,21,2,1366.66666666667
2016,5,32,-22.9083333333333,-46.5436111111111,18,0.1,56,2,6.9,15,9,211.666666666667
2016,5,34,-22.7466666666667,-46.8977777777778,24,0.1,95,1,7.2,24,2,6333.33333333333
2016,5,35,-22.7122222222222,-46.9713888888889,28,0.1,114,1,7.1,26,2,33333.3333333333
2016,5,37,-22.6988888888889,-47.1519444444444,31,0.1,131,1,7,28,2,516.666666666667
2016,5,38,-22.6622222222222,-47.2777777777778,29,0.1,124,1,6.9,25,2,10833.3333333333
2016,5,40,-22.7025,-46.7494444444444,23,0.1,69,2,7.1,19,2,26666.6666666667
2016,5,43,-22.7108333333333,-47.3227777777778,35,0.1,186,0.8,6.6,29,2,1333.33333333333
2016,5,48,-22.7122222222222,-47.6494444444444,60,0.1,278,0.8,6.8,37,3,8000
2016,5,54,-22.6336111111111,-47.6827777777778,31,0.1,141,2,6.9,43,4,11500
2016,5,83,-22.905,-46.9738888888889,38,0.1,130,2,6.9,30,2,13833.3333333333
2016,5,86,-22.7613888888889,-47.1766666666667,54,0.1,393,1,7.3,41,3,113333.333333333
2016,5,627,-22.6597222222222,-47.2758333333333,13,0.1,46.2,1,6.6,13,2,250
2016,5,1342,-22.4527777777778,-47.52,18,0.1,47.5,1,6.3,14,2,241.666666666667
2016,5,1410,-22.9277777777778,-46.4241666666667,14,0.16,41,1.02,6.71,11.8,3,3.33333333333333
2016,5,1945,-22.4091666666667,-47.5402777777778,20,0.1,58.9,2,6.6,19,2,833.333333333333
2016,5,1946,-22.3247222222222,-47.5588888888889,13,0.1,44.3,0.7,6.7,13,4,7333.33333333333
2016,5,2377,-23.2097222222222,-46.3861111111111,12,0.1,38,0.34,5.82,10.1,3,1.66666666666667
2016,5,2383,-23.0336111111111,-46.29,14.8,0.29,46,1.05,6.95,13.8,3,21.6666666666667
2016,5,2401,-22.9711111111111,-46.4008333333333,16.1,0.1,45,0.66,6.49,14.8,3,1.66666666666667
2016,6,66,-23.0061111111111,-47.1,30,0.2,100,24,6.9,37,3,116666.666666667
2016,6,71,-23.2083333333333,-46.7686111111111,35,0.1,105,1,7.3,27,2,23333.3333333333
2016,6,82,-23.1583333333333,-46.9094444444444,34,0.6,96,2,7.5,33,2,103.333333333333
2016,6,274,-23.2619444444444,-47.0577777777778,14,0.2,48,0.8,7,15,2,500
2016,6,320,-23.1830555555556,-47.2438888888889,17,2,82,2,7.1,18,2,273.333333333333
2016,6,1947,-23.1641666666667,-47.015,27,0.1,73,1,7.3,24,2,2166.66666666667
2016,7,27,-23.1033333333333,-46.545,24,0.1,74,2,6.8,18,2,1066.66666666667
2016,7,29,-22.9691666666667,-46.8477777777778,26,0.2,81,2,7,21,2,866.666666666667
2016,7,30,-22.9377777777778,-46.9336111111111,21,0.5,73,1,7.1,16,2,3333.33333333333
2016,7,32,-22.9083333333333,-46.5436111111111,18,0.2,55,2,6.5,14,3,125
2016,7,34,-22.7466666666667,-46.8977777777778,22,0.1,91,0.8,7.1,18,2,11666.6666666667
2016,7,35,-22.7122222222222,-46.9713888888889,24,0.1,95,1,7,21,2,6333.33333333333
2016,7,37,-22.6988888888889,-47.1519444444444,28,0.1,122,1,6.9,24,3,583.333333333333
2016,7,38,-22.6622222222222,-47.2777777777778,28,0.3,116,1,7.2,23,2,3333.33333333333
2016,7,40,-22.7025,-46.7494444444444,21,0.3,62,1,7.1,17,2,9000
2016,7,43,-22.7108333333333,-47.3227777777778,27,0.4,129,1,6.7,24,2,850
2016,7,48,-22.7122222222222,-47.6494444444444,46,0.2,210,1,6.6,30,3,40000
2016,7,54,-22.6336111111111,-47.6827777777778,32,0.1,146,1,7.4,38,2,3833.33333333333
2016,7,83,-22.905,-46.9738888888889,33,0.3,110,2,7.1,25,5,16666.6666666667
2016,7,86,-22.7613888888889,-47.1766666666667,45,0.1,304,1,7.2,33,9,43333.3333333333
2016,7,627,-22.6597222222222,-47.2758333333333,12,0.1,47.4,1,6.7,13,2,81.6666666666667
2016,7,1342,-22.4527777777778,-47.52,17,0.1,40.2,1,6.5,14,2,146.666666666667
2016,7,1410,-22.9277777777778,-46.4241666666667,11.8,0.33,36,1.58,7.56,9.61,3,11.6666666666667
2016,7,1945,-22.4091666666667,-47.5402777777778,21,0.1,55.2,2,6.9,18,2,300
2016,7,1946,-22.3247222222222,-47.5588888888889,12,0.2,45.8,1,6.9,13,2,8166.66666666667
2016,7,2377,-23.2097222222222,-46.3861111111111,13.1,0.1,40,0.49,6.72,9.85,3,14500
2016,7,2383,-23.0336111111111,-46.29,12.7,0.1,39,0.3,7.07,10.1,3,15
2016,7,2401,-22.9711111111111,-46.4008333333333,12.8,0.1,42,0.29,6.88,11.4,3,3.33333333333333
2016,8,66,-23.0061111111111,-47.1,77,0.1,274,2,7.3,56,11,3333.33333333333
2016,8,71,-23.2083333333333,-46.7686111111111,35,0.5,105,1,7,28,2,13166.6666666667
2016,8,82,-23.1583333333333,-46.9094444444444,36,0.2,97,0.4,7.3,32,2,300
2016,8,274,-23.2619444444444,-47.0577777777778,14,0.1,41,0.7,7,13,2,180
2016,8,320,-23.1830555555556,-47.2438888888889,17,0.1,87,1,7,18,2,420
2016,8,1947,-23.1641666666667,-47.015,28,0.1,74,2,7.2,26,2,683.333333333333
2016,11,27,-23.1033333333333,-46.545,24,0.4,71,7,6.9,19,3,18333.3333333333
2016,11,29,-22.9691666666667,-46.8477777777778,27,0.2,86,2,7,24,2,10166.6666666667
2016,11,30,-22.9377777777778,-46.9336111111111,20,0.4,65,2,7,16,2,866.666666666667
2016,11,32,-22.9083333333333,-46.5436111111111,21,0.4,63,3,6.7,19,7,550
2016,11,34,-22.7466666666667,-46.8977777777778,19,0.1,80,1,7.1,18,2,13333.3333333333
2016,11,35,-22.7122222222222,-46.9713888888889,22,0.1,93,2,7,20,2,11666.6666666667
2016,11,37,-22.6988888888889,-47.1519444444444,27,0.1,115,2,7,22,2,450
2016,11,38,-22.6622222222222,-47.2777777777778,27,0.5,111,3,6.7,20,2,16666.6666666667
2016,11,40,-22.7025,-46.7494444444444,25,0.6,70,2,7.1,20,2,18333.3333333333
2016,11,43,-22.7108333333333,-47.3227777777778,31,0.5,176,2,6.7,25,2,1633.33333333333
2016,11,48,-22.7122222222222,-47.6494444444444,50,0.2,256,2,7,34,2,16333.3333333333
2016,11,54,-22.6336111111111,-47.6827777777778,18,0.4,75.7,12,6.7,26,3,18333.3333333333
2016,11,83,-22.905,-46.9738888888889,35,0.3,129,3,7,29,4,13500
2016,11,86,-22.7613888888889,-47.1766666666667,44,0.3,356,2,7,35,5,3000
2016,11,627,-22.6597222222222,-47.2758333333333,16,0.3,55.3,2,6.6,16,2,183.333333333333
2016,11,1342,-22.4527777777778,-47.52,22,0.1,51.8,2,6.7,18,2,383.333333333333
2016,11,1410,-22.9277777777778,-46.4241666666667,13.5,0.3,45,0.57,8.48,11.9,3,5
2016,11,1945,-22.4091666666667,-47.5402777777778,25,0.8,68,2,6.9,23,2,716.666666666667
2016,11,1946,-22.3247222222222,-47.5588888888889,27,0.7,77.4,5,6.7,30,2,3500
2016,11,2377,-23.2097222222222,-46.3861111111111,13.8,0.1,127,0.12,7.31,11.5,3,5
2016,11,2383,-23.0336111111111,-46.29,14.3,0.1,45,0.27,9.35,13.3,4,13.3333333333333
2016,11,2401,-22.9711111111111,-46.4008333333333,13.7,0.1,43,0.11,7.68,12.2,3,3.33333333333333
2016,12,66,-23.0061111111111,-47.1,58,0.8,194,14,7.2,57,5,35000
2016,12,71,-23.2083333333333,-46.7686111111111,30,0.2,87,16,7.3,31,9,550000
2016,12,82,-23.1583333333333,-46.9094444444444,37,0.1,99,0.4,8.5,32,2,966.666666666667
2016,12,274,-23.2619444444444,-47.0577777777778,17,0.1,53,1,6.7,15,2,46666.6666666667
2016,12,320,-23.1830555555556,-47.2438888888889,18,0.4,75,4,6.8,17,2,933.333333333333
2016,12,1947,-23.1641666666667,-47.015,29,0.2,75,6,7,25,2,7000
2017,1,27,-23.1033333333333,-46.545,30,0.1,87,3,6.9,24,2,293.333333333333
2017,1,29,-22.9691666666667,-46.8477777777778,29,1,86,2,7.1,26,2,7000
2017,1,30,-22.9377777777778,-46.9336111111111,22,0.5,70,2,7.2,18,2,850
2017,1,32,-22.9083333333333,-46.5436111111111,27,0.2,70,4,6.6,23,2,246.666666666667
2017,1,34,-22.7466666666667,-46.8977777777778,23,0.3,75,2,7.2,22,2,13666.6666666667
2017,1,35,-22.7122222222222,-46.9713888888889,25,0.2,80,3,7.1,24,2,5833.33333333333
2017,1,37,-22.6988888888889,-47.1519444444444,29,0.4,96,3,7,26,2,1366.66666666667
2017,1,38,-22.6622222222222,-47.2777777777778,25,0.6,107,3,6.8,24,2,7666.66666666667
2017,1,40,-22.7025,-46.7494444444444,27,0.2,75,4,7.4,24,2,31666.6666666667
2017,1,43,-22.7108333333333,-47.3227777777778,24,0.6,98.9,4,6.8,23,2,7333.33333333333
2017,1,48,-22.7122222222222,-47.6494444444444,51,0.3,238,11,6.9,39,3,68333.3333333333
2017,1,54,-22.6336111111111,-47.6827777777778,30,0.1,150,2,7,41,2,1333.33333333333
2017,1,83,-22.905,-46.9738888888889,31,0.2,115,3,7.2,30,2,11000
2017,1,86,-22.7613888888889,-47.1766666666667,39,0.4,330,3,7.1,36,5,166666.666666667
2017,1,627,-22.6597222222222,-47.2758333333333,16,0.3,51.5,3,6.4,17,2,220
2017,1,1342,-22.4527777777778,-47.52,18,0.4,45.6,4,6.6,17,2,516.666666666667
2017,1,1410,-22.9277777777778,-46.4241666666667,20,0.1,49,0.24,9.73,10.5,4,11.6666666666667
2017,1,1945,-22.4091666666667,-47.5402777777778,20,0.6,60.7,5,6.8,23,2,3333.33333333333
2017,1,1946,-22.3247222222222,-47.5588888888889,16,0.2,49.9,3,6.8,17,2,18333.3333333333
2017,1,2377,-23.2097222222222,-46.3861111111111,14.6,0.1,48,0.11,6.9,10.7,3,11.6666666666667
2017,1,2383,-23.0336111111111,-46.29,14.3,0.15,48,0.35,9.47,11.2,3,1.66666666666667
2017,1,2401,-22.9711111111111,-46.4008333333333,20.9,0.1,49,0.14,9.68,11,4,1.66666666666667
2017,2,66,-23.0061111111111,-47.1,55,0.1,171,7,7.3,59,5,35000
2017,2,71,-23.2083333333333,-46.7686111111111,39,0.1,102,3,7.2,35,2,41666.6666666667
2017,2,82,-23.1583333333333,-46.9094444444444,39,0.3,96,1,9.3,37,2,16.6666666666667
2017,2,274,-23.2619444444444,-47.0577777777778,17,0.1,50,2,7,20,3,1016.66666666667
2017,2,320,-23.1830555555556,-47.2438888888889,22,0.3,74,3,6.8,22,3,633.333333333333
2017,2,1947,-23.1641666666667,-47.015,28,0.1,75,3,7,28,4,1500
2017,5,27,-23.1033333333333,-46.545,24,0.1,74,2,6.9,19,2,4333.33333333333
2017,5,29,-22.9691666666667,-46.8477777777778,36,0.1,119,3,7,26,8,583333.333333333
2017,5,30,-22.9377777777778,-46.9336111111111,20,0.3,68,1,7.2,18,2,5500
2017,5,32,-22.9083333333333,-46.5436111111111,20,0.1,58,2,6.9,17,2,366.666666666667
2017,5,34,-22.7466666666667,-46.8977777777778,19,0.2,76,1,7,18,2,12166.6666666667
2017,5,35,-22.7122222222222,-46.9713888888889,24,0.2,100,2,7,23,4,4166.66666666667
2017,5,37,-22.6988888888889,-47.1519444444444,26,0.1,118,2,7,25,3,800
2017,5,38,-22.6622222222222,-47.2777777777778,18,0.7,74.5,10,6.9,21,3,14333.3333333333
2017,5,40,-22.7025,-46.7494444444444,14,0.7,50,17,7.3,17,3,85000
2017,5,43,-22.7108333333333,-47.3227777777778,24,0.7,145,3,6.9,25,4,6833.33333333333
2017,5,48,-22.7122222222222,-47.6494444444444,41,0.1,229,1,7.1,33,3,18333.3333333333
2017,5,54,-22.6336111111111,-47.6827777777778,15,0.3,115,3,7.4,40,2,13000
2017,5,83,-22.905,-46.9738888888889,27,0.3,99,2,7.3,25,3,5500
2017,5,86,-22.7613888888889,-47.1766666666667,52,0.2,310,5,7.5,36,14,4833.33333333333
2017,5,627,-22.6597222222222,-47.2758333333333,11,0.5,47.5,8,6.3,16,2,8000
2017,5,1342,-22.4527777777778,-47.52,18,0.2,45.3,2,6.7,16,2,266.666666666667
2017,5,1410,-22.9277777777778,-46.4241666666667,13,0.1,39,0.3,8.68,12.5,3,5
2017,5,1945,-22.4091666666667,-47.5402777777778,19,0.2,57.5,3,6.6,20,2,453.333333333333
2017,5,1946,-22.3247222222222,-47.5588888888889,15,1,50.5,2,7.1,18,2,2166.66666666667
2017,5,2377,-23.2097222222222,-46.3861111111111,12,0.1,50,0.48,6.98,10.6,3,15
2017,5,2383,-23.0336111111111,-46.29,15.2,0.1,42,0.45,7.76,11.6,3,6.66666666666667
2017,5,2401,-22.9711111111111,-46.4008333333333,15,0.1,41,0.4,6.82,12.6,3,6.66666666666667
2017,6,66,-23.0061111111111,-47.1,68,0.1,239,2,7.4,56,4,2000
2017,6,71,-23.2083333333333,-46.7686111111111,32,0.1,93,2,7.3,27,2,26666.6666666667
2017,6,82,-23.1583333333333,-46.9094444444444,38,0.2,95,0.3,7.1,34,2,3.33333333333333
2017,6,274,-23.2619444444444,-47.0577777777778,14,0.1,43,0.7,7,14,2,466.666666666667
2017,6,320,-23.1830555555556,-47.2438888888889,18,0.4,81,2,7.1,18,2,226.666666666667
2017,6,1947,-23.1641666666667,-47.015,27,0.1,73,2,7.4,26,2,1450
2017,7,27,-23.1033333333333,-46.545,18,0.1,63,1,6.9,14,2,933.333333333333
2017,7,29,-22.9691666666667,-46.8477777777778,24,0.1,83,0.7,7,21,4,2000
2017,7,30,-22.9377777777778,-46.9336111111111,18,0.1,69,1,6.9,15,2,1083.33333333333
2017,7,32,-22.9083333333333,-46.5436111111111,16,0.1,48,1,7.1,13,3,326.666666666667
2017,7,34,-22.7466666666667,-46.8977777777778,18,0.1,91,0.7,7.2,19,3,18333.3333333333
2017,7,35,-22.7122222222222,-46.9713888888889,22,0.1,111,0.9,7.2,21,3,2000
2017,7,37,-22.6988888888889,-47.1519444444444,24,0.1,143,1,7.1,27,3,433.333333333333
2017,7,38,-22.6622222222222,-47.2777777777778,26,0.1,129,0.9,7,24,3,1633.33333333333
2017,7,40,-22.7025,-46.7494444444444,22,0.1,64,1,7.3,17,2,10333.3333333333
2017,7,43,-22.7108333333333,-47.3227777777778,29,0.1,185,0.5,6.8,30,4,500
2017,7,48,-22.7122222222222,-47.6494444444444,61,0.1,291,0.8,7.2,34,6,3500
2017,7,54,-22.6336111111111,-47.6827777777778,28,0.1,122,1,7,33,5,2833.33333333333
2017,7,83,-22.905,-46.9738888888889,31,0.1,130,1,6.8,27,3,8000
2017,7,86,-22.7613888888889,-47.1766666666667,43,0.1,222,1,7.3,35,5,2833.33333333333
2017,7,627,-22.6597222222222,-47.2758333333333,11,0.3,45,1,6.7,12,2,66.6666666666667
2017,7,1342,-22.4527777777778,-47.52,18,0.1,43.3,1,7.6,15,2,123.333333333333
2017,7,1410,-22.9277777777778,-46.4241666666667,16.7,0.1,42,0.29,7.86,11.2,3,1.66666666666667
2017,7,1945,-22.4091666666667,-47.5402777777778,18,0.1,52.6,1,6.8,18,3,153.333333333333
2017,7,1946,-22.3247222222222,-47.5588888888889,12,0.1,43.6,1,7,13,2,2666.66666666667
2017,7,2377,-23.2097222222222,-46.3861111111111,16.7,0.1,42,1.08,6.55,10.7,3,3.33333333333333
2017,7,2383,-23.0336111111111,-46.29,16.7,0.1,42,0.48,6.75,12.1,3,8.33333333333333
2017,7,2401,-22.9711111111111,-46.4008333333333,15.6,0.1,45,0.69,6.69,12,3,1.66666666666667
2017,8,66,-23.0061111111111,-47.1,98,0.1,317,2,7.4,62,6,41666.6666666667
2017,8,71,-23.2083333333333,-46.7686111111111,31,0.2,90,3,6.8,26,6,16666.6666666667
2017,8,82,-23.1583333333333,-46.9094444444444,38,0.1,95,0.3,7.3,31,2,1.66666666666667
2017,8,274,-23.2619444444444,-47.0577777777778,16,0.1,43,0.7,7.2,13,2,226.666666666667
2017,8,320,-23.1830555555556,-47.2438888888889,17,0.1,92,0.8,7.2,19,2,406.666666666667
2017,8,1947,-23.1641666666667,-47.015,28,0.1,78,1,7.3,21,2,9166.66666666667
2017,11,27,-23.1033333333333,-46.545,29,0.5,77.7,3,6.8,23,9,7500
2017,11,29,-22.9691666666667,-46.8477777777778,26,0.8,76.2,3,7.3,23,2,73333.3333333333
2017,11,30,-22.9377777777778,-46.9336111111111,23,0.5,74.9,3,7.2,22,4,3833.33333333333
2017,11,32,-22.9083333333333,-46.5436111111111,17,0.4,50.6,2,6.9,14,3,1166.66666666667
2017,11,34,-22.7466666666667,-46.8977777777778,22,0.5,81.6,2,7.2,20,4,11166.6666666667
2017,11,35,-22.7122222222222,-46.9713888888889,24,0.7,88.2,3,7.1,22,5,23333.3333333333
2017,11,37,-22.6988888888889,-47.1519444444444,24,0.7,91,4,7,23,4,6166.66666666667
2017,11,38,-22.6622222222222,-47.2777777777778,26,0.2,133,0.7,7,22,4,5333.33333333333
2017,11,40,-22.7025,-46.7494444444444,21,0.5,57,5,7.1,18,2,23333.3333333333
2017,11,43,-22.7108333333333,-47.3227777777778,30,0.2,190,2,6.8,26,3,3333.33333333333
2017,11,48,-22.7122222222222,-47.6494444444444,57,0.1,295,1,7.1,38,8,8833.33333333333
2017,11,54,-22.6336111111111,-47.6827777777778,17,0.7,92.4,9,6.8,28,6,12500
2017,11,83,-22.905,-46.9738888888889,27,0.5,90.6,5,7.1,26,4,36666.6666666667
2017,11,86,-22.7613888888889,-47.1766666666667,30,0.3,193.8,5,7.2,31,5,12000
2017,11,627,-22.6597222222222,-47.2758333333333,14,0.6,53.1,1,6.8,13,3,200
2017,11,1342,-22.4527777777778,-47.52,21,0.3,52.3,3,7,23,2,243.333333333333
2017,11,1410,-22.9277777777778,-46.4241666666667,15.3,0.3,46,0.38,8.03,13.1,3,3.33333333333333
2017,11,1945,-22.4091666666667,-47.5402777777778,23,0.5,66,4,6.8,18,2,533.333333333333
2017,11,1946,-22.3247222222222,-47.5588888888889,13,0.3,49.4,4,6.7,15,3,8166.66666666667
2017,11,2377,-23.2097222222222,-46.3861111111111,15.3,0.3,38,0.21,7.6,12.6,3,1.66666666666667
2017,11,2383,-23.0336111111111,-46.29,16.4,0.3,40,0.29,7.05,12.8,3,1.66666666666667
2017,11,2401,-22.9711111111111,-46.4008333333333,16.4,0.3,41,0.21,7.8,12.7,3,1.66666666666667
2017,12,66,-23.0061111111111,-47.1,94,0.1,285.9,2,7.5,63,8,611.666666666667
2017,12,71,-23.2083333333333,-46.7686111111111,39,0.1,101.7,0.3,7.6,3,2,21666.6666666667
2017,12,82,-23.1583333333333,-46.9094444444444,35,0.1,88.9,0.3,8.3,31,2,56.6666666666667
2017,12,274,-23.2619444444444,-47.0577777777778,18,0.1,45,1,7,16,2,186.666666666667
2017,12,320,-23.1830555555556,-47.2438888888889,21,0.2,115,1,7.2,22,2,393.333333333333
2017,12,1947,-23.1641666666667,-47.015,33,0.1,78.7,1,7.6,124,2,733.333333333333
